2015-06-08 18:07:03,160 CONFIG [com.gigaspaces.logger] - Log file: /Users/dxd/git/ct3/logs/2015-06-08~18.07-gigaspaces-service-10.154.152.106-77023.log
-------------------------last log tuples start--------------------------------
Position [subject=a20, id=null, cell=Cell [x=2, y=0], time=2015-06-08 18:04:41.749, clock=0]
object notification: Time [clock=94, time=2015-06-08 18:10:21.129]
object notification: Time [clock=94, time=2015-06-08 18:10:21.129]
org notification: Time [clock=94, time=2015-06-08 18:10:21.129]
object notification: Time [clock=95, time=2015-06-08 18:10:21.157]
object notification: Time [clock=95, time=2015-06-08 18:10:21.157]
org notification: Time [clock=95, time=2015-06-08 18:10:21.157]
org notification: Time [clock=96, time=2015-06-08 18:10:21.184]
object notification: Time [clock=96, time=2015-06-08 18:10:21.184]
object notification: Time [clock=96, time=2015-06-08 18:10:21.184]
Event processed UpdateClock(93)
Event processed UpdateClock(94)
Event processed UpdateClock(95)
Event processed UpdateClock(96)
Event processed UpdateClock(93)
Event processed UpdateClock(94)
Event processed UpdateClock(95)
Event processed UpdateClock(96)
object notification: Time [clock=97, time=2015-06-08 18:10:29.328]
org notification: Time [clock=97, time=2015-06-08 18:10:29.328]
object notification: Time [clock=97, time=2015-06-08 18:10:29.328]
Event processed UpdateClock(97)
org notification: Position [subject=a20, id=null, cell=Cell [x=2, y=2], time=2015-06-08 18:10:29.425, clock=97]
Event processed UpdateClock(97)
object notification: Time [clock=98, time=2015-06-08 18:10:30.787]
object notification: Time [clock=98, time=2015-06-08 18:10:30.787]
org notification: Time [clock=98, time=2015-06-08 18:10:30.787]
Event processed UpdateClock(98)
Event processed UpdateClock(98)
org notification: Time [clock=99, time=2015-06-08 18:10:31.098]
object notification: Time [clock=99, time=2015-06-08 18:10:31.098]
object notification: Time [clock=99, time=2015-06-08 18:10:31.098]
object notification: Time [clock=100, time=2015-06-08 18:10:31.133]
org notification: Time [clock=100, time=2015-06-08 18:10:31.133]
object notification: Time [clock=100, time=2015-06-08 18:10:31.133]
org notification: Time [clock=101, time=2015-06-08 18:10:31.16]
object notification: Time [clock=101, time=2015-06-08 18:10:31.16]
object notification: Time [clock=101, time=2015-06-08 18:10:31.16]
object notification: Time [clock=102, time=2015-06-08 18:10:31.194]
object notification: Time [clock=102, time=2015-06-08 18:10:31.194]
org notification: Time [clock=102, time=2015-06-08 18:10:31.194]
Event processed UpdateClock(99)
Event processed UpdateClock(100)
Event processed UpdateClock(101)
Event processed UpdateClock(102)
Event processed UpdateClock(99)
Event processed UpdateClock(100)
Event processed UpdateClock(101)
Event processed UpdateClock(102)
object notification: Time [clock=103, time=2015-06-08 18:10:39.33]
object notification: Time [clock=103, time=2015-06-08 18:10:39.33]
org notification: Time [clock=103, time=2015-06-08 18:10:39.33]
Event processed UpdateClock(103)
Event processed UpdateClock(103)
object notification: Time [clock=104, time=2015-06-08 18:10:40.789]
object notification: Time [clock=104, time=2015-06-08 18:10:40.789]
org notification: Time [clock=104, time=2015-06-08 18:10:40.789]
Event processed UpdateClock(104)
Event processed UpdateClock(104)
object notification: Time [clock=105, time=2015-06-08 18:10:41.099]
object notification: Time [clock=105, time=2015-06-08 18:10:41.099]
org notification: Time [clock=105, time=2015-06-08 18:10:41.099]
object notification: Time [clock=106, time=2015-06-08 18:10:41.138]
org notification: Time [clock=106, time=2015-06-08 18:10:41.138]
object notification: Time [clock=106, time=2015-06-08 18:10:41.138]
object notification: Time [clock=107, time=2015-06-08 18:10:41.164]
object notification: Time [clock=107, time=2015-06-08 18:10:41.164]
org notification: Time [clock=107, time=2015-06-08 18:10:41.164]
object notification: Time [clock=108, time=2015-06-08 18:10:41.197]
object notification: Time [clock=108, time=2015-06-08 18:10:41.197]
org notification: Time [clock=108, time=2015-06-08 18:10:41.197]
Event processed UpdateClock(105)
Event processed UpdateClock(106)
Event processed UpdateClock(107)
Event processed UpdateClock(108)
Event processed UpdateClock(105)
Event processed UpdateClock(106)
Event processed UpdateClock(107)
Event processed UpdateClock(108)
setPhases in ClientGameStatus, the current phase is Feedback Phase
setPhases in ClientGameStatus, the current phase is Feedback Phase
Event processed @ctenv(functionToList(message(phasechange)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
[CTAH] Array of Terms: [Lapapl.data.Term;@30e327f8
[CTAH] The created APLList : [phasechange]
Event processed @ctenv(functionToList(message(phasechange)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
[CTAH] Array of Terms: [Lapapl.data.Term;@3cff3fbe
[CTAH] The created APLList : [phasechange]
org notification: Time [clock=109, time=2015-06-08 18:10:49.332]
object notification: Time [clock=109, time=2015-06-08 18:10:49.332]
object notification: Time [clock=109, time=2015-06-08 18:10:49.332]
Event processed UpdateClock(109)
Event processed UpdateClock(109)
org notification: Time [clock=110, time=2015-06-08 18:10:50.793]
object notification: Time [clock=110, time=2015-06-08 18:10:50.793]
object notification: Time [clock=110, time=2015-06-08 18:10:50.793]
(((((((((((((((((Game ended)))))))))))
Game ended 
My PlayerStatus is: Game Player...
PerGameId: 0.
PIN: 10.
Pos: (R:2,C:2).
Chips: { chips  'blue':0 'white':0 'brown':1 'yellow':3 }.
Score: -100.
Team: -1.

(((((((((((((((((Game ended)))))))))))
Game ended 
My PlayerStatus is: Game Player...
PerGameId: 2.
PIN: 30.
Pos: (R:5,C:4).
Chips: { chips  'blue':4 'white':2 'brown':3 'yellow':0 }.
Score: 400.
Team: -1.

(((((((((((((((((Game ended)))))))))))
Game ended 
My PlayerStatus is: Game Player...
PerGameId: 2.
PIN: 30.
Pos: (R:5,C:4).
Chips: { chips  'blue':4 'white':2 'brown':3 'yellow':0 }.
Score: 400.
Team: -1.

(((((((((((((((((Game ended)))))))))))
Game ended 
My PlayerStatus is: Game Player...
PerGameId: 0.
PIN: 10.
Pos: (R:2,C:2).
Chips: { chips  'blue':0 'white':0 'brown':1 'yellow':3 }.
Score: -100.
Team: -1.

(((((((((((((((((Game ended)))))))))))
Game ended 
My PlayerStatus is: Game Player...
PerGameId: 2.
PIN: 30.
Pos: (R:5,C:4).
Chips: { chips  'blue':4 'white':2 'brown':3 'yellow':0 }.
Score: 400.
Team: -1.

(((((((((((((((((Game ended)))))))))))
Game ended 
My PlayerStatus is: Game Player...
PerGameId: 0.
PIN: 10.
Pos: (R:2,C:2).
Chips: { chips  'blue':0 'white':0 'brown':1 'yellow':3 }.
Score: -100.
Team: -1.

(((((((((((((((((Game ended)))))))))))
(((((((((((((((((Game ended)))))))))))
Game ended 
Game ended 
My PlayerStatus is: Game Player...
PerGameId: 2.
PIN: 30.
Pos: (R:5,C:4).
Chips: { chips  'blue':4 'white':2 'brown':3 'yellow':0 }.
Score: 400.
Team: -1.

My PlayerStatus is: Game Player...
PerGameId: 0.
PIN: 10.
Pos: (R:2,C:2).
Chips: { chips  'blue':0 'white':0 'brown':1 'yellow':3 }.
Score: -100.
Team: -1.

(((((((((((((((((Game ended)))))))))))
Game ended 
My PlayerStatus is: Game Player...
PerGameId: 2.
PIN: 30.
Pos: (R:5,C:4).
Chips: { chips  'blue':4 'white':2 'brown':3 'yellow':0 }.
Score: 400.
Team: -1.

(((((((((((((((((Game ended)))))))))))
Game ended 
My PlayerStatus is: Game Player...
PerGameId: 0.
PIN: 10.
Pos: (R:2,C:2).
Chips: { chips  'blue':0 'white':0 'brown':1 'yellow':3 }.
Score: -100.
Team: -1.

Event processed UpdateClock(110)
Event processed @ctenv(functionToList(message(game_ended)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
Event processed @ctenv(functionToList(message(game_ended)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
Event processed @ctenv(functionToList(message(game_ended)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
Event processed @ctenv(functionToList(message(game_ended)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
Event processed @ctenv(functionToList(message(game_ended)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
Event processed UpdateClock(110)
Event processed @ctenv(functionToList(message(game_ended)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
Event processed @ctenv(functionToList(message(game_ended)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
Event processed @ctenv(functionToList(message(game_ended)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
Event processed @ctenv(functionToList(message(game_ended)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
Event processed @ctenv(functionToList(message(game_ended)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
object notification: Time [clock=111, time=2015-06-08 18:10:51.1]
org notification: Time [clock=111, time=2015-06-08 18:10:51.1]
object notification: Time [clock=111, time=2015-06-08 18:10:51.1]
org notification: Time [clock=112, time=2015-06-08 18:10:51.14]
object notification: Time [clock=112, time=2015-06-08 18:10:51.14]
object notification: Time [clock=112, time=2015-06-08 18:10:51.14]
org notification: Time [clock=113, time=2015-06-08 18:10:51.166]
object notification: Time [clock=113, time=2015-06-08 18:10:51.166]
object notification: Time [clock=113, time=2015-06-08 18:10:51.166]
org notification: Time [clock=114, time=2015-06-08 18:10:51.198]
object notification: Time [clock=114, time=2015-06-08 18:10:51.198]
object notification: Time [clock=114, time=2015-06-08 18:10:51.198]
[CTAH] Array of Terms: [Lapapl.data.Term;@273cf345
[CTAH] Array of Terms: [Lapapl.data.Term;@12874b23
[CTAH] The created APLList : [game_ended]
[CTAH] The created APLList : [game_ended]
[CTAH] Array of Terms: [Lapapl.data.Term;@7f2f4377
[CTAH] The created APLList : [game_ended]
[CTAH] Array of Terms: [Lapapl.data.Term;@4a8f17ca
[CTAH] The created APLList : [game_ended]
[CTAH] Array of Terms: [Lapapl.data.Term;@7862f503
[CTAH] The created APLList : [game_ended]
[CTAH] Array of Terms: [Lapapl.data.Term;@13cc507
[CTAH] The created APLList : [game_ended]
[CTAH] Array of Terms: [Lapapl.data.Term;@3cab4f33
[CTAH] The created APLList : [game_ended]
[CTAH] Array of Terms: [Lapapl.data.Term;@19b13f88
[CTAH] The created APLList : [game_ended]
[CTAH] Array of Terms: [Lapapl.data.Term;@43c206e5
[CTAH] The created APLList : [game_ended]
[CTAH] Array of Terms: [Lapapl.data.Term;@7752c723
[CTAH] The created APLList : [game_ended]
Event processed UpdateClock(111)
Event processed UpdateClock(112)
Event processed UpdateClock(113)
Event processed UpdateClock(114)
Event processed UpdateClock(111)
Event processed UpdateClock(112)
Event processed UpdateClock(113)
Event processed UpdateClock(114)
(((((((((((((((((Game ended)))))))))))
Game ended 
My PlayerStatus is: Game Player...
PerGameId: 0.
PIN: 10.
Pos: (R:2,C:2).
Chips: { chips  'blue':0 'white':0 'brown':1 'yellow':3 }.
Score: -100.
Team: -1.

(((((((((((((((((Game ended)))))))))))
Game ended 
My PlayerStatus is: Game Player...
PerGameId: 2.
PIN: 30.
Pos: (R:5,C:4).
Chips: { chips  'blue':4 'white':2 'brown':3 'yellow':0 }.
Score: 400.
Team: -1.

Event processed @ctenv(functionToList(message(game_ended)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
Event processed @ctenv(functionToList(message(game_ended)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
[CTAH] Array of Terms: [Lapapl.data.Term;@7b49ebe7
[CTAH] The created APLList : [game_ended]
[CTAH] Array of Terms: [Lapapl.data.Term;@5ff87491
[CTAH] The created APLList : [game_ended]
object notification: Time [clock=115, time=2015-06-08 18:10:59.334]
org notification: Time [clock=115, time=2015-06-08 18:10:59.334]
object notification: Time [clock=115, time=2015-06-08 18:10:59.334]
Event processed UpdateClock(115)
Event processed UpdateClock(115)
